編號,機關代碼,縣市別代碼,行政區域代碼,鄉鎮市區,交易標的,土地區段位置-建物區段門牌,土地移轉總面積-平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,民國年月,移轉層次,總層數,建物型態,主要用途,主要建材,建築完成年月,屋齡,建物移轉總面積-平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價-元,單價-每平方公尺,車位類別,車位移轉總面積-平方公尺,車位總價-元,備註,地所狀態,id,Response_Address,Response_X,Response_Y,lng,lat
885,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區崇德路一段４５２號１２樓之１,8.24,住,,,11009,十二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880119.0,23,75.71,2,2,1,有,有,13000,172.0,,0.0,0,租金含管理費,2(資料揭露),10469,臺中市北區崇德里1鄰崇德路一段452號,218040.937,2673155.947,120.68548272883459,24.163405771584117
886,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區育興街１巷１１號４樓,27.55,商,,,11005,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690111.0,41,78.56,3,2,2,有,無,13500,172.0,,0.0,0,,2(資料揭露),10470,臺中市北區錦祥里29鄰育興街1巷11號,218802.643,2672352.365,120.69299612929684,24.15616529137545
887,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區臺灣大道二段３４０號５樓之２,21.98,住,,,11011,五層,12.0,辦公商業大樓,商業用,鋼筋混凝土造,770116.0,34,174.87,0,0,0,無,有,30000,172.0,,0.0,0,,2(資料揭露),10471,臺中市北區淡溝里25鄰臺灣大道二段340號,216057.358,2672113.944,120.66598654090942,24.153955785808286
888,387000000A,66000,66000000,北區,房地(土地+建物)+車位,臺中市北區天津路二段４９巷２號７樓,14.79,住,,,11011,七層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830430.0,28,113.11,2,1,1,有,有,19500,172.0,坡道平面,0.0,2000,此為社會住宅包租代管,5(揭露且明細顯示備註),10472,臺中市北區賴旺里21鄰天津路二段49巷2號,216851.722,2673932.731,120.67376168709028,24.170394959301476
889,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區大義街１０８之１號,30.4,住,,,11007,二層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700323.0,40,104.3,3,2,2,有,無,18000,173.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),10473,臺中市北區建興里20鄰大義街108之2號,217867.655,2672907.818,120.68378295321943,24.161161827899292
890,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３６７號１０樓之９,3.18,住,,,11008,十層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830207.0,28,35.75,1,0,1,有,有,6200,173.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),10474,臺中市北區賴村里26鄰進化北路367號,217639.913,2672176.427,120.68155812400762,24.154553252645847
891,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區北興街３４０號２樓之５,13.62,商,,,11008,二層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850109.0,26,103.74,3,2,2,有,有,18000,174.0,,0.0,0,,2(資料揭露),10475,臺中市北區頂厝里7鄰北興街340號,217671.617,2673244.287,120.68184622416061,24.16419587863631
892,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３６７號１４樓之１０,3.51,住,,,11007,十四層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830207.0,27,40.22,1,0,1,有,無,7000,174.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),10476,臺中市北區賴村里26鄰進化北路367號,217639.913,2672176.427,120.68155812400762,24.154553252645847
893,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區永興街２７之２９號,17.28,住,,,11011,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690121.0,42,86.43,3,2,2,有,有,15000,174.0,,0.0,0,社會住宅包租代管公會版,5(揭露且明細顯示備註),10477,臺中市北區建興里17鄰永興街27之29號,217684.646,2672714.328,120.68198629392802,24.15941101498192
894,387000000A,66000,66000000,北區,建物,臺中市北區榮華街１２之３號,0.0,其他,,,11002,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701204.0,39,92.01,4,2,1,有,無,16000,174.0,,0.0,0,108年度台中市政府包租代管計畫,5(揭露且明細顯示備註),10478,臺中市北區金龍里33鄰榮華街12之3號,218173.185,2672723.208,120.68679372856062,24.159501139667448
895,387000000A,66000,66000000,北區,房地(土地+建物)+車位,臺中市北區梅川東路三段１６９號５樓之３,20.96,住,,,11003,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750912.0,35,113.62,3,2,1,有,有,19900,175.0,坡道平面,0.0,1900,,2(資料揭露),10479,臺中市北區育德里9鄰梅川東路三段169號,217132.371,2672615.6,120.67655369642381,24.158508150811095
896,387000000A,66000,66000000,北區,建物,臺中市北區太原路二段２２２巷１２之３號,0.0,商,,,11008,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690523.0,41,85.85,3,2,2,有,無,15000,175.0,,0.0,0,110年度台中市政府包租代管計畫,5(揭露且明細顯示備註),10480,臺中市北區賴福里18鄰太原路二段222巷12之3號,217610.315,2673312.842,120.68124140269974,24.164813619066265
897,387000000A,66000,66000000,北區,建物,臺中市北區篤行路９０巷２７之６號,0.0,商,,,11005,三層,3.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701030.0,40,91.35,3,2,2,有,無,16000,175.0,,0.0,0,,2(資料揭露),10481,臺中市北區六合里16鄰篤行路90巷27之6號,217147.125,2671443.76,120.67672551026723,24.14792761862477
898,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區民權路３５９巷１０弄５之３號,30.57,住,,,11010,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690710.0,41,85.84,3,2,2,有,無,15000,175.0,,0.0,0,,2(資料揭露),10482,臺中市北區淡溝里12鄰民權路359巷10弄5之3號,216453.69,2672425.669,120.66987937297658,24.156778913701665
899,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區育德路５７號４樓A室,6.87,住,,,11006,全,3.0,透天厝,住商用,鋼筋混凝土加強磚造,650922.0,45,27.28,1,0,1,有,無,4800,176.0,,0.0,0,,2(資料揭露),10483,臺中市北區邱厝里17鄰育德路57號,217213.988,2672458.438,120.67736043356967,24.15709079661151
900,387000000A,66000,66000000,北區,建物,臺中市北區國豐街４０之２號,0.0,住,,,11010,三層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730703.0,37,90.88,3,1,2,有,無,16000,176.0,,0.0,0,社宅案件,5(揭露且明細顯示備註),10484,臺中市北區建德里9鄰國豐街40之2號,219115.722,2672445.629,120.69607501987755,24.157013564328796
901,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區育德路５７號４樓A室,6.87,住,,,11004,全,3.0,透天厝,住商用,鋼筋混凝土加強磚造,650922.0,45,27.28,1,0,1,有,無,4800,176.0,,0.0,0,,2(資料揭露),10485,臺中市北區邱厝里17鄰育德路57號,217213.988,2672458.438,120.67736043356967,24.15709079661151
903,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區梅亭街２１號４樓３號,9.0,住,,,11001,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,670616.0,43,35.86,1,0,1,有,有,6400,178.0,,0.0,0,,2(資料揭露),10487,臺中市北區金龍里29鄰梅亭街21號,218550.321,2672773.223,120.69050397644538,24.159960311536487
904,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區綏遠路一段１之１５號,1459.0,住,,,11007,見其他登記事項,8.0,店面(店鋪),店舖，人行道，住宅,鋼筋混凝土造,851029.0,25,107.02,0,3,2,有,有,19000,178.0,,0.0,0,含管理費、稅金或水電等費用。;,5(揭露且明細顯示備註),10488,臺中市北區賴厝里7鄰綏遠路一段1之15號,217529.576,2673456.745,120.68044359719583,24.166111291690843
905,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區北平路一段５１號１樓,60.0,住,,,11007,一層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760217.0,34,106.18,0,0,0,無,無,19000,179.0,,0.0,0,,2(資料揭露),10489,臺中市北區立人里2鄰北平路一段51號,216343.141,2674082.328,120.66875292047479,24.171734916028047
906,387000000A,66000,66000000,北區,建物,臺中市北區忠太東路１１８號２０樓之４,0.0,住,,,11008,二十層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840607.0,26,94.91,3,2,1,有,無,17000,179.0,,0.0,0,110年度台中市政府包租代管計畫,5(揭露且明細顯示備註),10490,臺中市北區明新里19鄰忠太東路118號,216657.288,2673230.816,120.6718643305211,24.164053100828017
907,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３１７號６樓之６,8.58,商,,,11003,六層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941208.0,15,89.19,2,1,1,有,有,16000,179.0,,0.0,0,社會住宅出租,5(揭露且明細顯示備註),10491,臺中市北區頂厝里17鄰進化北路317號,217626.187,2673099.174,120.68140238926725,24.16288468473213
908,387000000A,66000,66000000,北區,建物,臺中市北區東光東街７１號９樓,0.0,住,,,11002,九層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831214.0,26,88.35,3,2,1,有,無,16000,181.0,,0.0,0,108年度台中市政府包租代管計畫,5(揭露且明細顯示備註),10492,臺中市北區建成里28鄰東光東街71號,219442.171,2672073.111,120.69929536664624,24.153656363612317
909,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區學士路２３６巷１６之４號,59.48,住,,,11007,五層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680303.0,42,85.64,3,1,2,有,無,15500,181.0,,0.0,0,,2(資料揭露),10493,臺中市北區建興里28鄰學士路236巷16之4號,217650.326,2672847.679,120.68164557233953,24.160614370090823
910,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區北平四街５號１２樓之１６,7.74,住,,,11008,十二層,15.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1071130.0,3,84.6,1,1,1,有,有,15300,181.0,,0.0,0,社會住宅,5(揭露且明細顯示備註),10494,臺中市北區立人里11鄰北平四街5號,216565.385,2674206.344,120.67093732260167,24.17285941925453
911,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３１７號１１樓之５,7.45,商,,,11010,十一層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941208.0,16,84.03,1,0,0,無,有,15300,182.0,,0.0,0,社會住宅出租,5(揭露且明細顯示備註),10495,臺中市北區頂厝里17鄰進化北路317號,217626.187,2673099.174,120.68140238926725,24.16288468473213
912,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區青島路一段２６巷１５號,21.0,住,,,11010,見其他登記事項,5.0,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,730423.0,37,93.26,2,2,1,有,無,17000,182.0,,0.0,0,,2(資料揭露),10496,臺中市北區賴旺里17鄰青島路一段26巷15號,216837.788,2674141.754,120.67361975506252,24.172281982416983
913,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區健行路８５巷７之３號,28.09,住,,,11010,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700105.0,41,82.14,3,2,2,有,無,15000,183.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),10497,臺中市北區金龍里20鄰健行路85巷7之3號,218307.614,2672634.33,120.68811857156619,24.15870134737031
914,387000000A,66000,66000000,北區,建物,臺中市北區南京東路二段１０５巷３６之１,0.0,住,,,11005,二層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780413.0,32,71.17,3,2,1,有,無,13000,183.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),10498,臺中市北區建德里17鄰南京東路二段105巷1號,219357.741,2672619.498,120.69845296126091,24.1585881990628
915,387000000A,66000,66000000,北區,建物,臺中市北區福龍街９７號８樓之９,0.0,商,,,11004,八層,12.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,840502.0,26,41.08,1,1,1,有,無,7500,183.0,,0.0,0,住宅及都市更新中心108年社會住宅包租代管第二期計畫,5(揭露且明細顯示備註),10499,臺中市北區六合里10鄰福龍街97號,216922.323,2671414.463,120.67451414129229,24.147658387231793
916,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區漢口路四段３７３號７樓之５,3.6,住,,,11002,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860821.0,24,36.43,1,1,1,有,無,6700,184.0,,0.0,0,,2(資料揭露),10500,臺中市北區頂厝里16鄰漢口路四段373號,217843.848,2673575.822,120.68353380578432,24.167192914658877
917,387000000A,66000,66000000,北區,建物,臺中市北區進化路３５１巷３之３號,0.0,住,,,11009,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700423.0,40,87.17,3,2,2,有,無,16000,184.0,,0.0,0,社宅案件,5(揭露且明細顯示備註),10501,臺中市北區錦村里29鄰進化路351巷3之3號,218899.355,2672094.007,120.69395338975663,24.1538344201052
918,387000000A,66000,66000000,北區,建物,臺中市北區中清路一段５６８號,0.0,住,,,11009,全,5.0,透天厝,住商用,鋼筋混凝土造,770202.0,34,135.54,0,1,1,有,無,25000,184.0,,0.0,0,部分承租。作辦公室使用。租期內含免租裝潢期。租金含水費。,5(揭露且明細顯示備註),10502,臺中市北區賴厝里17鄰中清路一段568號,216825.448,2673532.225,120.67351230323321,24.166778144401395
919,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區健行路４４３號５樓之１,4.68,住,,,11008,五層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840526.0,26,40.78,1,0,1,有,無,7500,184.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),10503,臺中市北區育德里11鄰健行路443號,217520.817,2672610.208,120.68037642022675,24.158467520630126
920,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區華興街８２-１號４樓-２,21.63,住,,,11006,四層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,871116.0,23,136.13,3,2,2,有,無,25000,184.0,,0.0,0,,2(資料揭露),10504,臺中市北區健行里25鄰華興街82之1號,216434.53,2672784.318,120.66968249945327,24.1600168337723
921,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區健行路７８７號,75.0,住,,,11011,全,3.0,透天厝,店住房,加強磚造,610628.0,49,205.63,4,3,3,有,無,38000,185.0,,0.0,0,租賃範圍不含車位，且無法區分車位面積。;,2(資料揭露),10505,臺中市北區淡溝里8鄰健行路787號,216630.44,2672673.938,120.6716129713208,24.159024347935684
922,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區篤行路３３號３樓之１,4.0,商,,,11007,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,790209.0,31,26.81,1,0,1,有,無,5000,186.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),10506,臺中市北區六合里12鄰篤行路33號,217200.187,2671331.453,120.67725018402935,24.14691467447559
923,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３１７號３樓之１５,6.17,商,,,11007,三層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941208.0,16,72.01,1,0,0,無,有,13500,187.0,,0.0,0,社會住宅出租,2(資料揭露),10507,臺中市北區頂厝里17鄰進化北路317號,217626.187,2673099.174,120.68140238926725,24.16288468473213
924,387000000A,66000,66000000,北區,建物,臺中市北區太原北路１７４號７樓之１,0.0,住,,,11009,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800613.0,30,80.11,2,2,1,有,無,15000,187.0,,0.0,0,住宅及都市更新中心110年社會住宅包租代管第三期計畫,5(揭露且明細顯示備註),10508,臺中市北區明新里2鄰太原北路174號,216611.92,2673367.316,120.67141470243799,24.165284630361683
925,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３１７號９樓之１０,8.17,商,,,11006,九層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941208.0,16,91.01,2,1,1,有,有,17100,188.0,,0.0,0,社會住宅出租,5(揭露且明細顯示備註),10509,臺中市北區頂厝里17鄰進化北路317號,217626.187,2673099.174,120.68140238926725,24.16288468473213
926,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３１７號６樓之１５,6.17,商,,,11004,六層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941208.0,15,71.41,1,0,0,無,有,13500,189.0,,0.0,0,社會住宅出租,5(揭露且明細顯示備註),10510,臺中市北區頂厝里17鄰進化北路317號,217626.187,2673099.174,120.68140238926725,24.16288468473213
927,387000000A,66000,66000000,北區,房地(土地+建物)+車位,臺中市北區英才路３９０號９樓之２,29.59,商,,,11004,九層,21.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070620.0,3,262.66,4,2,2,有,無,50000,190.0,坡道平面,0.0,0,,2(資料揭露),10511,臺中市北區淡溝里24鄰英才路390號,216244.22,2672164.595,120.6678241546663,24.154417139753825
928,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３１７號９樓之５,7.71,商,,,11003,九層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941208.0,15,84.03,1,1,1,有,有,16000,190.0,,0.0,0,社會住宅出租,5(揭露且明細顯示備註),10512,臺中市北區頂厝里17鄰進化北路317號,217626.187,2673099.174,120.68140238926725,24.16288468473213
929,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區梅川東路三段１９７-１６號５樓１６室,7.16,住,,,11003,五層,5.0,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,701214.0,39,27.77,1,0,1,有,無,5300,191.0,,0.0,0,,2(資料揭露),10513,臺中市北區邱厝里2鄰梅川東路三段197之16號,217057.597,2672429.404,120.67582210665208,24.156825379493696
930,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３１７號１５樓之２,7.33,商,,,11007,十五層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941208.0,16,83.97,1,0,0,無,有,16000,191.0,,0.0,0,,2(資料揭露),10514,臺中市北區頂厝里17鄰進化北路317號,217626.187,2673099.174,120.68140238926725,24.16288468473213
931,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區梅川東路三段１９７-１６號,7.16,住,,,11011,五層,5.0,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,701214.0,40,27.77,1,0,1,有,無,5300,191.0,,0.0,0,,2(資料揭露),10515,臺中市北區邱厝里2鄰梅川東路三段197之16號,217057.597,2672429.404,120.67582210665208,24.156825379493696
932,387000000A,66000,66000000,北區,建物,臺中市北區博館一街２３號３樓之２,0.0,住,,,11010,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830207.0,28,39.37,1,0,1,有,無,7500,191.0,,0.0,0,110年度台中市政府包租代管計畫,5(揭露且明細顯示備註),10516,臺中市北區淡溝里19鄰博館一街23號,216229.983,2672198.892,120.66768325541223,24.154726510679158
933,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化路３３７巷４之２號,24.55,住,,,11005,三層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700423.0,40,78.08,3,2,2,有,無,15000,192.0,,0.0,0,社會住宅包租代管公會版,5(揭露且明細顯示備註),10517,臺中市北區錦村里29鄰進化路337巷4之3號,218898.37,2672078.686,120.69394402648689,24.153696063259854
934,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區健行路４４３號１４樓之３６,3.96,住,,,11010,十四層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840526.0,26,33.83,1,0,1,有,有,6500,192.0,,0.0,0,套房無隔間,5(揭露且明細顯示備註),10518,臺中市北區育德里11鄰健行路443號,217520.817,2672610.208,120.68037642022675,24.158467520630126
936,387000000A,66000,66000000,北區,建物,臺中市北區山西路二段２３巷２２之２號３樓,0.0,住,,,11004,三層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740417.0,36,88.76,3,1,2,有,無,17000,192.0,,0.0,0,,2(資料揭露),10520,臺中市北區賴明里8鄰山西路二段23巷22之2號,216950.295,2673806.265,120.67473470243293,24.16925514045814
937,387000000A,66000,66000000,北區,建物,臺中市北區梅亭東街７６巷２之３號,0.0,住,,,11002,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671207.0,42,72.86,3,2,1,有,無,14000,192.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),10521,臺中市北區錦祥里10鄰梅亭東街76巷2之3號,218764.208,2672795.473,120.69260833203859,24.160165467747795
938,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區德化街１３６號７樓５,9.81,住,,,11006,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800201.0,30,51.7,1,0,1,有,有,10000,193.0,,0.0,0,,2(資料揭露),10522,臺中市北區建興里4鄰德化街136號,218237.397,2672957.975,120.68742046984904,24.161622206356757
939,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路４３０巷３８之１號,27.76,住,,,11006,二層,5.0,公寓(5樓含以下無電梯),住家用,ＲＣ造,690115.0,41,73.15,3,2,1,有,無,14100,193.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,2(資料揭露),10523,臺中市北區賴福里15鄰進化北路430巷38之1號,216994.359,2673206.356,120.67518206448875,24.16383934473569
940,387000000A,66000,66000000,北區,建物,臺中市北區錦南街１６號６樓,0.0,其他,,,11008,六層,14.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,740323.0,36,92.89,3,2,2,有,有,18000,194.0,,0.0,0,租金含管理費。房屋座落於2筆北區水源段土地為住土地使用分區。,5(揭露且明細顯示備註),10524,臺中市北區樂英里8鄰錦南街16號,218362.413,2672125.781,120.68866896492169,24.154110627696408
941,387000000A,66000,66000000,北區,建物,臺中市北區臺灣大道一段６３２號７樓之５,0.0,商,,,11001,七層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840412.0,26,92.55,3,2,2,有,無,18000,194.0,,0.0,0,108年度台中市政府包租代管計畫,5(揭露且明細顯示備註),10525,臺中市北區六合里2鄰臺灣大道一段632號,217034.839,2671240.233,120.67562526053904,24.146087576335127
942,387000000A,66000,66000000,北區,建物,臺中市北區臺灣大道一段６３２號１０樓之６,0.0,商,,,11004,十層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840412.0,26,92.55,2,2,1,有,無,18000,194.0,,0.0,0,108年度台中市政府包租代管計畫,5(揭露且明細顯示備註),10526,臺中市北區六合里2鄰臺灣大道一段632號,217034.839,2671240.233,120.67562526053904,24.146087576335127
943,387000000A,66000,66000000,北區,建物,臺中市北區臺灣大道一段６３２號８樓之５,0.0,商,,,11002,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840412.0,26,92.55,2,2,1,有,無,18000,194.0,,0.0,0,108年度台中市政府包租代管計畫,5(揭露且明細顯示備註),10527,臺中市北區六合里2鄰臺灣大道一段632號,217034.839,2671240.233,120.67562526053904,24.146087576335127
944,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３１７號１７樓之１６,6.42,商,,,11007,十七層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941208.0,16,69.26,1,0,0,無,有,13500,195.0,,0.0,0,社會住宅出租,5(揭露且明細顯示備註),10528,臺中市北區頂厝里17鄰進化北路317號,217626.187,2673099.174,120.68140238926725,24.16288468473213
945,387000000A,66000,66000000,北區,建物,臺中市北區博館一街２３號５樓之５,0.0,住,,,11007,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830207.0,27,38.36,1,0,1,有,無,7500,196.0,,0.0,0,住宅及都市更新中心110年社會住宅包租代管第三期計畫,5(揭露且明細顯示備註),10529,臺中市北區淡溝里19鄰博館一街23號,216229.983,2672198.892,120.66768325541223,24.154726510679158
946,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３６７號１４樓９號,3.18,住,,,11004,十四層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830207.0,27,35.75,1,0,1,有,有,7000,196.0,,0.0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計,5(揭露且明細顯示備註),10530,臺中市北區賴村里26鄰進化北路367號,217639.913,2672176.427,120.68155812400762,24.154553252645847
947,387000000A,66000,66000000,北區,建物,臺中市北區進化路５７７之８號１０樓之１,0.0,住,,,11003,十層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800606.0,30,35.47,1,0,1,有,無,7000,197.0,,0.0,0,108年度台中市政府包租代管計畫,5(揭露且明細顯示備註),10531,臺中市北區錦祥里14鄰進化路577之8號,218901.003,2672754.188,120.6939554058581,24.15979540103383
948,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區北平路二段５６之１號７樓之５,7.42,住,,,10912,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820827.0,27,43.2,1,0,1,有,有,8500,197.0,,0.0,0,,2(資料揭露),10532,臺中市北區賴旺里19鄰北平路二段56之1號,216840.908,2674048.299,120.67365260669848,24.171438221599853
949,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區五順街１６２-１號,28.83,住,,,11010,一層,5.0,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,700814.0,40,91.56,3,2,1,有,無,18000,197.0,,0.0,0,含2層出租,2(資料揭露),10533,臺中市北區五常里7鄰五順街162之1號,217551.516,2672056.881,120.68069093988817,24.153472023520262
950,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３１７號８樓之２１,5.88,商,,,11001,八層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941208.0,15,68.09,1,0,0,無,有,13500,198.0,,0.0,0,社會住宅出租,5(揭露且明細顯示備註),10534,臺中市北區頂厝里17鄰進化北路317號,217626.187,2673099.174,120.68140238926725,24.16288468473213
951,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３１７號１４樓之２１,5.88,商,,,11003,十四層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941208.0,15,68.09,1,0,0,無,有,13500,198.0,,0.0,0,社會住宅出租,5(揭露且明細顯示備註),10535,臺中市北區頂厝里17鄰進化北路317號,217626.187,2673099.174,120.68140238926725,24.16288468473213
952,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３１７號１７樓之２１,5.37,商,,,11005,十七層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941208.0,15,68.09,1,0,0,無,有,13500,198.0,,0.0,0,社會住宅出租,5(揭露且明細顯示備註),10536,臺中市北區頂厝里17鄰進化北路317號,217626.187,2673099.174,120.68140238926725,24.16288468473213
953,387000000A,66000,66000000,北區,房地(土地+建物),臺中市北區進化北路３１７號１３樓之２３,5.37,商,,,11004,十三層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941208.0,15,68.07,1,0,0,無,有,13500,198.0,,0.0,0,社會住宅出租,5(揭露且明細顯示備註),10537,臺中市北區頂厝里17鄰進化北路317號,217626.187,2673099.174,120.68140238926725,24.16288468473213
